"Object ID","Object Type","Longitude","Latitude","Distance (Parsecs)","Name","Map Sector","Diameter (Parsecs)","Distance source (ADS)"
"24924","co","222.93","-5.47","900","[KKY2004] 38","4_p27.5xp27.5","3.141274657","2004PASJ...56..313K"
"24925","co","224.4","-3.73","900","[KKY2004] 39","4_p27.5xp27.5","3.141274657","2004PASJ...56..313K"
"24895","co","224.27","-1.07","1150","[KKY2004] 4","4_p26.0xp26.0","9.788323439","2004PASJ...56..313K"
"24926","co","209.47","-13.2","830","[KKY2004] 40","4_p29.0xp27.0","2.45924538","2004PASJ...56..313K"
"24927","co","211.2","-12.4","830","[KKY2004] 41","4_p29.0xp27.0","1.49270533","2004PASJ...56..313K"
"24928","co","211.87","-12.13","830","[KKY2004] 42","4_p28.5xp27.0","1.49270533","2004PASJ...56..313K"
"24929","co","212.53","-15.33","830","[KKY2004] 43","4_p28.5xp27.0","3.431831259","2004PASJ...56..313K"
"24930","co","213.33","-13.6","830","[KKY2004] 44","4_p28.5xp27.5","1.49270533","2004PASJ...56..313K"
"24931","co","213.87","-11.87","830","[KKY2004] 45","4_p28.5xp27.0","15.13879513","2004PASJ...56..313K"
"24932","co","214.8","-11.33","830","[KKY2004] 46","4_p28.5xp27.0","3.090193616","2004PASJ...56..313K"
"24933","co","215.33","-11.6","830","[KKY2004] 47","4_p28.5xp27.5","2.45924538","2004PASJ...56..313K"
"24934","co","215.33","-12.93","830","[KKY2004] 48","4_p28.5xp27.5","1.49270533","2004PASJ...56..313K"
"24935","co","215.73","-11.07","830","[KKY2004] 49","4_p28.5xp27.0","2.185096861","2004PASJ...56..313K"
"24896","co","224.4","-2.4","1150","[KKY2004] 5","4_p26.5xp26.5","3.69963851","2004PASJ...56..313K"
"24936","co","216.4","-12.53","830","[KKY2004] 50","4_p28.5xp27.5","3.431831259","2004PASJ...56..313K"
"24937","co","216.4","-12.93","830","[KKY2004] 51","4_p28.5xp27.5","1.49270533","2004PASJ...56..313K"
"24938","co","216.4","-13.33","830","[KKY2004] 52","4_p28.5xp27.5","2.45924538","2004PASJ...56..313K"
"24939","co","216.53","-11.6","830","[KKY2004] 54","4_p28.5xp27.5","1.49270533","2004PASJ...56..313K"
"24940","co","216.53","-13.87","830","[KKY2004] 55","4_p28.5xp27.5","4.618090772","2004PASJ...56..313K"
"24941","co","217.07","-11.73","830","[KKY2004] 56","4_p28.5xp27.5","2.185096861","2004PASJ...56..313K"
"24942","co","217.2","-12.4","830","[KKY2004] 58","4_p28.5xp27.5","4.886025119","2004PASJ...56..313K"
"24897","co","224.4","-2.8","1150","[KKY2004] 6","4_p26.5xp26.0","2.111004123","2004PASJ...56..313K"
"24943","co","217.5","-13.6","830","[KKY2004] 60","4_p28.5xp27.5","3.289762321","2004PASJ...56..313K"
"24944","co","217.6","-12.8","830","[KKY2004] 61","4_p28.5xp27.5","2.185096861","2004PASJ...56..313K"
"24945","co","217.73","-3.07","830","[KKY2004] 62","4_p28.5xp27.5","1.49270533","2004PASJ...56..313K"
"24946","co","218","-13.2","830","[KKY2004] 63","4_p28.5xp27.5","2.185096861","2004PASJ...56..313K"
"24947","co","212.53","-20","830","[KKY2004] 64","4_p29.0xp27.5","2.185096861","2004PASJ...56..313K"
"24948","co","214.13","-17.47","830","[KKY2004] 65","4_p28.5xp27.5","2.876813696","2004PASJ...56..313K"
"24949","co","215.47","-15.07","830","[KKY2004] 68","4_p28.5xp27.0","1.871205159","2004PASJ...56..313K"
"24950","co","215.87","-17.47","830","[KKY2004] 69","4_p28.5xp27.5","4.370193722","2004PASJ...56..313K"
"24898","co","224.67","-2.53","1150","[KKY2004] 7","4_p26.5xp26.5","3.69963851","2004PASJ...56..313K"
"24951","co","216.27","-15.07","830","[KKY2004] 70","4_p28.5xp27.5","8.077965503","2004PASJ...56..313K"
"24952","co","217.73","-17.33","830","[KKY2004] 73","4_p28.5xp27.5","1.871205159","2004PASJ...56..313K"
"24953","co","219.87","-18.13","830","[KKY2004] 74","4_p28.5xp27.5","4.478115991","2004PASJ...56..313K"
"24954","co","208.4","-18.53","500","[KKY2004] 76","4_p30.0xp28.5","0.977205024","2004PASJ...56..313K"
"24955","co","208.53","-16.67","500","[KKY2004] 77","4_p30.0xp29.0","2.393653682","2004PASJ...56..313K"
"24899","co","224.93","0.8","1150","[KKY2004] 8","4_p26.5xp26.5","4.259537946","2004PASJ...56..313K"
"24956","co","210.27","-17.2","500","[KKY2004] 80","4_p30.0xp29.0","1.595769122","2004PASJ...56..313K"
"24957","co","210.67","-18.27","500","[KKY2004] 81","4_p30.0xp29.0","2.646283714","2004PASJ...56..313K"
"24958","co","213.73","-18.4","500","[KKY2004] 83","4_p30.0xp29.0","1.128379167","2004PASJ...56..313K"
"24959","co","214.27","-17.6","500","[KKY2004] 85","4_p29.5xp29.0","0.977205024","2004PASJ...56..313K"
"24960","co","214.53","-19.2","500","[KKY2004] 86","4_p30.0xp29.0","1.261566261","2004PASJ...56..313K"
"24961","co","214.67","-18.93","500","[KKY2004] 88","4_p30.0xp29.0","1.784124116","2004PASJ...56..313K"
"24900","co","224.93","-1.2","1150","[KKY2004] 9","4_p26.5xp26.5","3.03825389","2004PASJ...56..313K"
"24962","co","216.8","-16.13","500","[KKY2004] 93","4_p29.5xp29.0","2.256758334","2004PASJ...56..313K"
"24963","co","217.07","-15.6","500","[KKY2004] 94","4_p29.5xp29.0","0.977205024","2004PASJ...56..313K"
"24964","co","218.27","-14.93","500","[KKY2004] 95","4_p29.5xp29.0","1.261566261","2004PASJ...56..313K"
"24965","co","217.2","0","2300","[KKY2004] 96","4_p22.5xp19.5","4.259537946","2004PASJ...56..313K"
"24966","co","218.13","-0.27","2300","[KKY2004] 98","4_p22.5xp20.0","9.541311621","2004PASJ...56..313K"
"24967","co","214.4","-1.33","2200","[KKY2004] 99","4_p23.5xp20.0","4.068428945","2004PASJ...56..313K"
"24982","co","170.13","-0.4","2000","[KOY98] 1","4_p33.5xp18.5","3","1998ApJS..117..387K"
"24991","co","171.07","2.67","2000","[KOY98] 10","4_p33.5xp19.0","9","1998ApJS..117..387K"
"25081","co","188.53","-1.2","2000","[KOY98] 100","4_p29.5xp19.0","4","1998ApJS..117..387K"
"25082","co","188.53","2.8","2000","[KOY98] 101","4_p29.5xp18.5","3","1998ApJS..117..387K"
"25083","co","188.53","3.6","2000","[KOY98] 102","4_p29.5xp19.0","4","1998ApJS..117..387K"
"25084","co","188.8","-1.47","2000","[KOY98] 103","4_p29.5xp19.0","3","1998ApJS..117..387K"
"25085","co","188.8","1.07","2000","[KOY98] 104","4_p29.5xp19.0","10","1998ApJS..117..387K"
"25086","co","188.93","-2","2000","[KOY98] 105","4_p29.5xp19.0","3","1998ApJS..117..387K"
"25087","co","188.93","-1.2","2000","[KOY98] 106","4_p29.5xp19.0","3","1998ApJS..117..387K"
"25088","co","188.93","4.8","2000","[KOY98] 107","4_p29.5xp19.0","3","1998ApJS..117..387K"
"25089","co","189.07","4.53","2000","[KOY98] 108","4_p29.5xp19.0","4","1998ApJS..117..387K"
"25090","co","189.2","-1.07","2000","[KOY98] 109","4_p29.5xp19.0","4","1998ApJS..117..387K"
"24992","co","171.2","-9.73","140","[KOY98] 11","4_p31.5xp30.5","0.32","1998ApJS..117..387K"
"25091","co","189.33","1.6","2000","[KOY98] 110","4_p29.5xp18.5","3","1998ApJS..117..387K"
"25092","co","189.47","-1.87","2000","[KOY98] 111","4_p29.5xp19.0","4","1998ApJS..117..387K"
"25093","co","189.47","3.73","2000","[KOY98] 112","4_p29.5xp19.0","5","1998ApJS..117..387K"
"25094","co","189.47","4.4","2000","[KOY98] 113","4_p29.5xp19.0","5","1998ApJS..117..387K"
"25095","co","189.73","0.27","2000","[KOY98] 114","4_p29.5xp19.0","10","1998ApJS..117..387K"
"25096","co","190.27","-2.27","300","[KOY98] 115","4_p31.0xp29.5","1","1998ApJS..117..387K"
"25097","co","190.53","-1.87","300","[KOY98] 116","4_p31.0xp29.5","0.4","1998ApJS..117..387K"
"25098","co","190.93","0.27","2000","[KOY98] 117","4_p29.0xp19.0","7","1998ApJS..117..387K"
"25099","co","191.07","-7.33","2000","[KOY98] 118","4_p29.0xp19.0","3","1998ApJS..117..387K"
"25100","co","191.07","0.8","2000","[KOY98] 119","4_p29.0xp19.0","3","1998ApJS..117..387K"
"24993","co","171.6","0.93","2000","[KOY98] 12","4_p33.5xp19.0","8","1998ApJS..117..387K"
"25101","co","191.6","-0.8","300","[KOY98] 120","4_p31.0xp29.5","0.8","1998ApJS..117..387K"
"25102","co","191.73","-1.47","300","[KOY98] 121","4_p31.0xp29.5","0.4","1998ApJS..117..387K"
"25103","co","191.87","0.93","2000","[KOY98] 122","4_p29.0xp19.0","4","1998ApJS..117..387K"
"25104","co","192","-1.87","300","[KOY98] 123","4_p31.0xp29.5","0.6","1998ApJS..117..387K"
"25105","co","192.13","-0.93","300","[KOY98] 124","4_p31.0xp29.5","0.9","1998ApJS..117..387K"
"25106","co","192.27","-2.67","300","[KOY98] 125","4_p31.0xp29.5","1","1998ApJS..117..387K"
"25107","co","192.27","9.07","2000","[KOY98] 126","4_p29.0xp19.0","3","1998ApJS..117..387K"
"25108","co","192.53","-3.73","300","[KOY98] 127","4_p31.0xp29.5","0.6","1998ApJS..117..387K"
"25109","co","192.67","-0.13","2000","[KOY98] 128","4_p28.5xp19.0","10","1998ApJS..117..387K"
"25110","co","192.93","-3.73","300","[KOY98] 129","4_p31.0xp29.5","0.4","1998ApJS..117..387K"
"24994","co","171.73","-9.73","140","[KOY98] 13","4_p31.5xp30.5","0.78","1998ApJS..117..387K"
"25111","co","192.93","-2.53","300","[KOY98] 130","4_p31.0xp29.5","0.4","1998ApJS..117..387K"
"25112","co","193.33","-1.33","300","[KOY98] 131","4_p31.0xp29.5","0.6","1998ApJS..117..387K"
"25113","co","193.87","1.07","2000","[KOY98] 132","4_p28.5xp19.0","3","1998ApJS..117..387K"
"25114","co","194","-2.67","2000","[KOY98] 133","4_p28.5xp19.0","3","1998ApJS..117..387K"
"25115","co","194.27","-0.8","300","[KOY98] 134","4_p31.0xp30.0","2","1998ApJS..117..387K"
"25116","co","194.27","-0.27","300","[KOY98] 135","4_p31.0xp29.5","0.4","1998ApJS..117..387K"
"25117","co","194.67","0.27","2000","[KOY98] 136","4_p28.5xp19.0","3","1998ApJS..117..387K"
"25118","co","194.8","-3.33","2000","[KOY98] 137","4_p28.5xp19.5","5","1998ApJS..117..387K"
"25119","co","194.93","-1.2","2000","[KOY98] 138","4_p28.0xp19.0","5","1998ApJS..117..387K"
"25120","co","195.73","-2.27","250","[KOY98] 139","4_p31.0xp30.0","0.33","1998ApJS..117..387K"
"24995","co","171.73","-5.2","140","[KOY98] 14","4_p31.5xp30.5","0.26","1998ApJS..117..387K"
"24996","co","171.73","1.33","2000","[KOY98] 15","4_p33.5xp18.5","5","1998ApJS..117..387K"
"24997","co","171.73","7.47","2000","[KOY98] 16","4_p33.5xp19.0","4","1998ApJS..117..387K"
"24998","co","171.87","-6.27","2000","[KOY98] 17","4_p33.5xp19.0","3","1998ApJS..117..387K"
"24999","co","172","1.87","2000","[KOY98] 18","4_p33.5xp19.0","3","1998ApJS..117..387K"
"25000","co","172.8","7.07","2000","[KOY98] 19","4_p33.0xp19.0","6","1998ApJS..117..387K"
"24983","co","170.27","0.8","2000","[KOY98] 2","4_p33.5xp19.0","4","1998ApJS..117..387K"
"25001","co","172.93","-5.47","140","[KOY98] 20","4_p31.5xp30.5","0.37","1998ApJS..117..387K"
"25002","co","173.2","3.2","2000","[KOY98] 21","4_p33.0xp18.5","3","1998ApJS..117..387K"
"25003","co","173.73","2","2000","[KOY98] 22","4_p33.0xp18.5","3","1998ApJS..117..387K"
"25004","co","173.73","2.67","2000","[KOY98] 23","4_p33.0xp19.0","20","1998ApJS..117..387K"
"25005","co","174.13","4.13","2000","[KOY98] 24","4_p33.0xp19.0","3","1998ApJS..117..387K"
"25006","co","174.27","-4.4","2000","[KOY98] 25","4_p33.0xp18.5","4","1998ApJS..117..387K"
"25007","co","174.27","-1.73","720","[KOY98] 26","4_p32.0xp27.0","0.95","1998ApJS..117..387K"
"25008","co","174.27","-0.13","2000","[KOY98] 27","4_p33.0xp19.0","5","1998ApJS..117..387K"
"25009","co","174.27","2","2000","[KOY98] 28","4_p33.0xp19.0","4","1998ApJS..117..387K"
"25010","co","174.27","2.53","2000","[KOY98] 29","4_p33.0xp19.0","5","1998ApJS..117..387K"
"24984","co","170.4","-0.4","2000","[KOY98] 3","4_p33.5xp18.5","3","1998ApJS..117..387K"
"25011","co","174.8","2.67","2000","[KOY98] 30","4_p32.5xp19.0","3","1998ApJS..117..387K"
"25012","co","174.93","5.87","2000","[KOY98] 31","4_p32.5xp18.5","6","1998ApJS..117..387K"
"25013","co","175.33","1.33","2000","[KOY98] 32","4_p32.5xp19.0","3","1998ApJS..117..387K"
"25014","co","175.47","-0.13","2000","[KOY98] 33","4_p32.5xp19.0","4","1998ApJS..117..387K"
"25015","co","175.6","1.33","2000","[KOY98] 34","4_p32.5xp19.0","3","1998ApJS..117..387K"
"25016","co","175.87","-0.8","2000","[KOY98] 35","4_p32.5xp18.5","3","1998ApJS..117..387K"
"25017","co","176","-9.73","140","[KOY98] 36","4_p31.5xp30.5","1.4","1998ApJS..117..387K"
"25018","co","176.27","-2.13","2000","[KOY98] 37","4_p32.5xp19.0","4","1998ApJS..117..387K"
"25019","co","176.4","-0.67","2000","[KOY98] 38","4_p32.5xp19.0","3","1998ApJS..117..387K"
"25020","co","176.53","-1.6","2000","[KOY98] 39","4_p32.5xp19.0","4","1998ApJS..117..387K"
"24985","co","170.53","-7.87","140","[KOY98] 4","4_p31.5xp30.5","0.64","1998ApJS..117..387K"
"25021","co","176.53","-0.13","2000","[KOY98] 40","4_p32.5xp18.5","9","1998ApJS..117..387K"
"25022","co","176.53","5.07","2000","[KOY98] 41","4_p32.5xp19.0","3","1998ApJS..117..387K"
"25023","co","176.67","1.47","2000","[KOY98] 42","4_p32.0xp18.5","4","1998ApJS..117..387K"
"25024","co","176.93","4.67","2000","[KOY98] 43","4_p32.0xp19.0","5","1998ApJS..117..387K"
"25025","co","177.2","-1.73","2000","[KOY98] 44","4_p32.0xp18.5","3","1998ApJS..117..387K"
"25026","co","177.2","-1.33","2000","[KOY98] 45","4_p32.0xp19.0","5","1998ApJS..117..387K"
"25027","co","177.33","-9.07","140","[KOY98] 46","4_p31.5xp30.5","0.18","1998ApJS..117..387K"
"25028","co","177.6","-0.4","2000","[KOY98] 47","4_p32.0xp18.5","4","1998ApJS..117..387K"
"25029","co","177.87","-7.47","140","[KOY98] 48","4_p31.5xp30.5","0.26","1998ApJS..117..387K"
"25030","co","178.27","-0.67","2000","[KOY98] 49","4_p32.0xp18.5","5","1998ApJS..117..387K"
"24986","co","170.53","2.4","2000","[KOY98] 5","4_p33.5xp18.5","3","1998ApJS..117..387K"
"25031","co","178.53","-6.8","140","[KOY98] 50","4_p31.5xp30.5","1.3","1998ApJS..117..387K"
"25032","co","178.67","-4.8","140","[KOY98] 51","4_p31.5xp30.5","0.26","1998ApJS..117..387K"
"25033","co","178.67","1.2","2000","[KOY98] 52","4_p32.0xp19.0","4","1998ApJS..117..387K"
"25034","co","179.07","-0.4","2000","[KOY98] 53","4_p31.5xp18.5","5","1998ApJS..117..387K"
"25035","co","179.07","4.27","1100","[KOY98] 54","4_p31.5xp24.5","5","1998ApJS..117..387K"
"25036","co","179.2","-2.4","2000","[KOY98] 55","4_p31.5xp18.5","6","1998ApJS..117..387K"
"25037","co","179.47","-4","140","[KOY98] 56","4_p31.5xp30.5","0.32","1998ApJS..117..387K"
"25038","co","179.73","-2.67","2000","[KOY98] 57","4_p31.5xp19.0","9","1998ApJS..117..387K"
"25039","co","180.4","-2.13","2000","[KOY98] 58","4_p31.5xp18.5","5","1998ApJS..117..387K"
"25040","co","180.4","4.13","1100","[KOY98] 59","4_p31.5xp24.5","2.9","1998ApJS..117..387K"
"24987","co","170.67","-0.27","2000","[KOY98] 6","4_p33.5xp19.0","3","1998ApJS..117..387K"
"25041","co","180.8","4","4700","[KOY98] 60","4_p31.0xp1.5","9","1998ApJS..117..387K"
"25042","co","180.8","4.4","1100","[KOY98] 61","4_p31.5xp24.5","5","1998ApJS..117..387K"
"25043","co","181.07","-9.47","140","[KOY98] 62","4_p31.5xp30.5","0.26","1998ApJS..117..387K"
"25044","co","181.07","7.73","2000","[KOY98] 63","4_p31.5xp18.5","4","1998ApJS..117..387K"
"25045","co","181.47","-3.6","2000","[KOY98] 64","4_p31.0xp18.5","5","1998ApJS..117..387K"
"25046","co","181.47","-2.4","2000","[KOY98] 65","4_p31.0xp18.5","3","1998ApJS..117..387K"
"25047","co","181.6","4.13","1100","[KOY98] 66","4_p31.5xp24.5","2.5","1998ApJS..117..387K"
"25048","co","181.6","6","1100","[KOY98] 67","4_p31.5xp24.5","2","1998ApJS..117..387K"
"25049","co","181.73","-5.2","140","[KOY98] 68","4_p31.5xp30.5","0.37","1998ApJS..117..387K"
"25050","co","181.87","4.53","1100","[KOY98] 69","4_p31.5xp24.5","2","1998ApJS..117..387K"
"24988","co","170.8","-8.53","140","[KOY98] 7","4_p31.5xp30.5","1.5","1998ApJS..117..387K"
"25051","co","182","-0.27","2000","[KOY98] 70","4_p31.0xp18.5","10","1998ApJS..117..387K"
"25052","co","182.13","-10","2000","[KOY98] 71","4_p31.0xp19.0","3","1998ApJS..117..387K"
"25053","co","182.13","-1.07","2000","[KOY98] 72","4_p31.0xp19.0","3","1998ApJS..117..387K"
"25054","co","182.4","0.27","2000","[KOY98] 73","4_p31.0xp18.5","7","1998ApJS..117..387K"
"25055","co","182.67","-9.47","2000","[KOY98] 74","4_p31.0xp19.0","4","1998ApJS..117..387K"
"25056","co","182.67","-5.87","140","[KOY98] 75","4_p31.5xp30.5","0.32","1998ApJS..117..387K"
"25057","co","182.67","4.8","1100","[KOY98] 76","4_p31.0xp24.5","2.5","1998ApJS..117..387K"
"25058","co","182.93","6.27","2000","[KOY98] 77","4_p31.0xp19.0","4","1998ApJS..117..387K"
"25059","co","183.2","5.07","1100","[KOY98] 78","4_p31.0xp24.5","2","1998ApJS..117..387K"
"25060","co","183.33","-0.53","2000","[KOY98] 79","4_p30.5xp18.5","6","1998ApJS..117..387K"
"24989","co","170.8","0","2000","[KOY98] 8","4_p33.5xp19.0","4","1998ApJS..117..387K"
"25061","co","183.47","-2.93","2000","[KOY98] 80","4_p30.5xp19.0","4","1998ApJS..117..387K"
"25062","co","183.73","-3.6","2000","[KOY98] 81","4_p30.5xp19.0","6","1998ApJS..117..387K"
"25063","co","184.27","-9.87","140","[KOY98] 82","4_p31.5xp31.0","0.32","1998ApJS..117..387K"
"25064","co","184.27","-3.87","2000","[KOY98] 83","4_p30.5xp18.5","4","1998ApJS..117..387K"
"25065","co","184.4","0.27","2000","[KOY98] 84","4_p30.5xp19.0","4","1998ApJS..117..387K"
"25066","co","184.53","4.53","1100","[KOY98] 85","4_p31.0xp24.5","3.2","1998ApJS..117..387K"
"25067","co","184.93","-4.27","2000","[KOY98] 86","4_p30.5xp18.5","10","1998ApJS..117..387K"
"25068","co","184.93","-3.87","2000","[KOY98] 87","4_p30.5xp18.5","6","1998ApJS..117..387K"
"25069","co","185.33","-4.13","2000","[KOY98] 88","4_p30.5xp19.0","4","1998ApJS..117..387K"
"25070","co","185.33","-2.13","2000","[KOY98] 89","4_p30.5xp18.5","8","1998ApJS..117..387K"
"24990","co","171.07","1.47","2000","[KOY98] 9","4_p33.5xp19.0","7","1998ApJS..117..387K"
"25071","co","185.73","0.27","2000","[KOY98] 90","4_p30.0xp19.0","4","1998ApJS..117..387K"
"25072","co","185.87","-2","2000","[KOY98] 91","4_p30.0xp19.0","4","1998ApJS..117..387K"
"25073","co","185.87","-1.6","2000","[KOY98] 92","4_p30.0xp19.0","3","1998ApJS..117..387K"
"25074","co","186","2.53","2000","[KOY98] 93","4_p30.0xp19.0","4","1998ApJS..117..387K"
"25075","co","186.53","-5.33","2000","[KOY98] 94","4_p30.0xp19.0","3","1998ApJS..117..387K"
"25076","co","186.8","-5.33","2000","[KOY98] 95","4_p30.0xp19.0","4","1998ApJS..117..387K"
"25077","co","186.93","-3.87","300","[KOY98] 96","4_p31.5xp29.5","0.4","1998ApJS..117..387K"
"25078","co","187.2","-0.13","2000","[KOY98] 97","4_p30.0xp19.0","5","1998ApJS..117..387K"
"25079","co","187.47","-2.67","2000","[KOY98] 98","4_p30.0xp19.0","3","1998ApJS..117..387K"
"25080","co","187.47","6.4","2000","[KOY98] 99","4_p30.0xp19.0","4","1998ApJS..117..387K"
"23582","co","194","-0.5","5900","[MAB97] 194.00-0.50","4_p22.5xm5.0","47.5","1997A&A...327..325M"
"23614","co","194.25","-0.5","5400","[MAB97] 194.25-0.50","4_p23.0xm2.0","40.1","1997A&A...327..325M"
"23663","co","194.5","-1","6400","[MAB97] 194.50-1.00","4_p21.5xm8.0","30.3","1997A&A...327..325M"
"23572","co","194.5","-1.26","3200","[MAB97] 194.50-1.26","4_p26.5xp11.5","14.6","1997A&A...327..325M"
"23632","co","195.5","0","4900","[MAB97] 195.50+0.00","4_p23.0xp1.5","14.8","1997A&A...327..325M"
"23649","co","195.75","-0.13","11000","[MAB97] 195.75-0.13","4_p12.5xm36.5","38.4","1997A&A...327..325M"
"23717","co","196","0.5","4600","[MAB97] 196.00+0.50","4_p23.5xp3.5","25.2","1997A&A...327..325M"
"23655","co","197","0.75","4000","[MAB97] 197.00+0.75","4_p24.0xp7.0","34.9","1997A&A...327..325M"
"23725","co","199.63","0.25","4100","[MAB97] 199.63+0.25","4_p22.5xp6.5","10.1","1997A&A...327..325M"
"23638","co","203","1","5700","[MAB97] 203.00+1.00","4_p17.5xm2.0","15.6","1997A&A...327..325M"
"23675","co","204.5","-0.5","4000","[MAB97] 204.50-0.50","4_p21.0xp8.0","16.2","1997A&A...327..325M"
"23670","co","204.63","0.13","9300","[MAB97] 204.63+0.13","4_p6.5xm22.5","19.9","1997A&A...327..325M"
"23731","co","205","0.75","5300","[MAB97] 205.00+0.75","4_p17.0xp0.5","27","1997A&A...327..325M"
"23583","co","205.25","0","2700","[MAB97] 205.25+0.00","4_p24.0xp16.0","12.8","1997A&A...327..325M"
"23609","co","206","-0.5","2600","[MAB97] 206.00-0.50","4_p24.0xp16.5","10.8","1997A&A...327..325M"
"23598","co","206","0.5","2500","[MAB97] 206.00+0.50","4_p24.5xp17.0","9.9","1997A&A...327..325M"
"23738","co","207.5","0.25","4900","[MAB97] 207.50+0.25","4_p17.0xp4.0","16.1","1997A&A...327..325M"
"23687","co","207.75","1","6000","[MAB97] 207.75+1.00","4_p13.5xm2.5","10.5","1997A&A...327..325M"
"23728","co","208.5","0.75","5700","[MAB97] 208.50+0.75","4_p14.0xm0.5","17.2","1997A&A...327..325M"
"23641","co","208.75","-1.75","8900","[MAB97] 208.75-1.75","4_p4.0xm18.5","24.6","1997A&A...327..325M"
"23650","co","209.5","-1","6900","[MAB97] 209.50-1.00","4_p9.5xm7.0","18.8","1997A&A...327..325M"
"23690","co","209.5","-1.25","2900","[MAB97] 209.50-1.25","4_p22.5xp15.5","15.3","1997A&A...327..325M"
"23646","co","209.5","0.5","3700","[MAB97] 209.50+0.50","4_p20.0xp11.0","21.5","1997A&A...327..325M"
"23594","co","210","-0.75","4600","[MAB97] 210.00-0.75","4_p16.5xp6.0","16.9","1997A&A...327..325M"
"23719","co","210","-2.25","2500","[MAB97] 210.00-2.25","4_p23.5xp17.5","13.1","1997A&A...327..325M"
"23633","co","210.13","-1.5","5100","[MAB97] 210.13-1.50","4_p15.0xp3.5","15.3","1997A&A...327..325M"
"23674","co","210.13","-1.75","5500","[MAB97] 210.13-1.75","4_p14.0xp1.0","19.1","1997A&A...327..325M"
"23581","co","210.38","0","4700","[MAB97] 210.38+0.00","4_p16.5xp5.5","31","1997A&A...327..325M"
"23619","co","210.5","-1.5","3300","[MAB97] 210.50-1.50","4_p21.0xp13.5","12.6","1997A&A...327..325M"
"23576","co","211.25","-0.5","2400","[MAB97] 211.25-0.50","4_p23.5xp18.5","11.6","1997A&A...327..325M"
"23718","co","211.25","-1","6100","[MAB97] 211.25-1.00","4_p11.0xm2.0","10.6","1997A&A...327..325M"
"23652","co","211.25","-1.75","5800","[MAB97] 211.25-1.75","4_p12.0xm0.5","21.2","1997A&A...327..325M"
"23593","co","211.5","1","6400","[MAB97] 211.50+1.00","4_p10.0xm3.5","33.4","1997A&A...327..325M"
"23699","co","212.25","-1","3100","[MAB97] 212.25-1.00","4_p21.0xp14.5","9.3","1997A&A...327..325M"
"23694","co","213","1.25","5500","[MAB97] 213.00+1.25","4_p12.5xp2.0","34","1997A&A...327..325M"
"23654","co","213.25","-2","4500","[MAB97] 213.25-2.00","4_p16.0xp7.5","17.3","1997A&A...327..325M"
"23733","co","213.75","0","5500","[MAB97] 213.75+0.00","4_p12.0xp2.0","9.6","1997A&A...327..325M"
"23677","co","214","0.75","5600","[MAB97] 214.00+0.75","4_p11.5xp2.0","30","1997A&A...327..325M"
"23698","co","214.5","-1.75","2900","[MAB97] 214.50-1.75","4_p21.0xp16.0","15.6","1997A&A...327..325M"
"23608","co","214.5","1","5900","[MAB97] 214.50+1.00","4_p10.0xp0.5","32.2","1997A&A...327..325M"
"23573","co","215","1","6100","[MAB97] 215.00+1.00","4_p9.0xm0.5","47.3","1997A&A...327..325M"
"23611","co","215.25","-0.25","3100","[MAB97] 215.25-0.25","4_p20.0xp15.5","22.1","1997A&A...327..325M"
"23601","co","215.5","-2.25","5200","[MAB97] 215.50-2.25","4_p12.0xp4.5","11.1","1997A&A...327..325M"
"23636","co","215.5","0.25","6200","[MAB97] 215.50+0.25","4_p8.5xm1.0","25.3","1997A&A...327..325M"
"23740","co","215.75","1.25","6500","[MAB97] 215.75+1.25","4_p7.0xm2.0","34.1","1997A&A...327..325M"
"23721","co","216","0.5","5500","[MAB97] 216.00+0.50","4_p11.0xp3.0","13.6","1997A&A...327..325M"
"23643","co","216.25","0","2900","[MAB97] 216.25+0.00","4_p20.5xp16.5","14.2","1997A&A...327..325M"
"23668","co","216.5","0.5","5700","[MAB97] 216.50+0.50","4_p10.0xp2.0","13.9","1997A&A...327..325M"
"23671","co","216.5","1.25","5900","[MAB97] 216.50+1.25","4_p9.0xp1.5","28","1997A&A...327..325M"
"23713","co","216.75","-1","3300","[MAB97] 216.75-1.00","4_p19.0xp14.5","13.3","1997A&A...327..325M"
"23618","co","217","0.5","6300","[MAB97] 217.00+0.50","4_p7.5xm0.5","34.8","1997A&A...327..325M"
"23604","co","217.13","-0.13","6900","[MAB97] 217.13-0.13","4_p5.0xm3.5","17","1997A&A...327..325M"
"23644","co","217.25","0","2800","[MAB97] 217.25+0.00","4_p20.5xp17.0","18.4","1997A&A...327..325M"
"23585","co","217.38","-1.38","6200","[MAB97] 217.38-1.38","4_p7.5xp0.0","18.7","1997A&A...327..325M"
"23640","co","217.38","0.25","6200","[MAB97] 217.38+0.25","4_p7.5xp0.0","37.3","1997A&A...327..325M"
"23579","co","218","-0.25","2700","[MAB97] 218.00-0.25","4_p21.0xp18.0","20.4","1997A&A...327..325M"
"23726","co","218","0.25","2200","[MAB97] 218.00+0.25","4_p23.0xp20.5","16.7","1997A&A...327..325M"
"23732","co","218.25","-2","2600","[MAB97] 218.25-2.00","4_p21.0xp18.5","21.1","1997A&A...327..325M"
"23645","co","218.75","-0.5","7000","[MAB97] 218.75-0.50","4_p3.5xm3.5","14.9","1997A&A...327..325M"
"23623","co","219","-1.88","3100","[MAB97] 219.00-1.88","4_p19.0xp16.0","21","1997A&A...327..325M"
