"Object ID","Object Type","Longitude","Latitude","Distance (Parsecs)","Name","Map Sector","Diameter (Parsecs)","Distance source (ADS)"
"18218","cl","123.2672","-13.3038","302","Alessi 1","4_p33.0xp30.5","2.10839199001","2002A&A...389..871D"
"19656","cl","31.6536","-20.9888","513","Alessi 10","4_p33.0xp34.0","1.34303392775","2002A&A...389..871D"
"19729","cl","67.4656","-11.508","537","Alessi 12","4_p34.5xp33.0","3.12417460848","2002A&A...389..871D"
"18303","cl","238.5486","-56.9814","100","Alessi 13","4_p31.0xp31.5","2.90970282385","2002A&A...389..871D"
"19500","cl","40.2164","12.7578","550","Alessi 19","4_p33.5xp34.0","7.03987906998","2002A&A...389..871D"
"18339","cl","152.2918","6.3292","501","Alessi 2","4_p33.0xp28.5","2.18603876117","2002A&A...389..871D"
"18186","cl","117.4752","-3.7597","450","Alessi 20","4_p34.0xp30.0","2.61802341493","2002A&A...389..871D"
"18597","cl","223.437","0.0038","500","Alessi 21","4_p29.5xp29.0","3.05436418293","2002A&A...389..871D"
"19348","cl","328.8934","-14.7543","500","Alessi 24","4_p30.0xp34.0","9.60049045386","2002A&A...389..871D"
"18606","cl","257.9214","-15.3777","288","Alessi 3","4_p30.0xp31.0","3.01603919682","2002A&A...389..871D"
"19424","cl","15.1977","7.6544","650","Alessi 31","4_p32.5xp35.5","3.40342314371","2002A&A...389..871D"
"18567","cl","237.8828","-9.6045","750","Alessi 33","4_p27.5xp29.0","6.54515084307","2002A&A...389..871D"
"18758","cl","264.9227","-10.4438","1100","Alessi 34","4_p24.5xp31.0","7.67957347355","2002A&A...389..871D"
"19818","cl","101.7346","-11.4833","600","Alessi 37","4_p35.0xp30.5","3.14162136342","2002A&A...389..871D"
"19533","cl","13.9074","-5.601","800","Alessi 40","4_p32.5xp36.5","6.00404535076","2002A&A...389..871D"
"30727","cl","262.5038","1.4779","850","Alessi 43","4_p26.0xp31.0","5.93421586592","2002A&A...389..871D"
"19613","cl","40.208","-10.641","500","Alessi 44","4_p33.5xp34.0","5.7598412942","2002A&A...389..871D"
"19000","cl","288.0832","-2.0497","398","Alessi 5","4_p29.0xp32.5","1.91027753516","2002A&A...389..871D"
"26828","cl","43.2108","0.967","3900","Alessi 56","4_p48.5xp49.5","1.24791045777","2002A&A...389..871D"
"26846","cl","50.1969","0.7653","3900","Alessi 57","4_p50.5xp47.5","1.41808007974","2002A&A...389..871D"
"19237","cl","326.4865","4.2607","575","Alessi 8","4_p29.5xp34.5","2.00713679192","2002A&A...389..871D"
"19386","cl","344.2881","-8.9685","211","Alessi 9","4_p31.0xp33.0","4.60403637827","2002A&A...389..871D"
"19836","cl","111.2293","-5.3655","1000","Alessi J2327+55","4_p37.5xp29.0","3.66520784155","2002A&A...389..871D"
"26943","cl","87.4576","9.2775","550","Alessi-Teutsch 11","4_p35.0xp31.5","2.11185877364","2002A&A...389..871D"
"26611","cl","330.6618","-10.334","700","Alessi-Teutsch 12","4_p29.5xp35.5","6.71972402173","2002A&A...389..871D"
"18735","cl","266.4551","-12.8466","800","Alessi-Teutsch 3","4_p26.5xp31.0","5.02661439351","2002A&A...389..871D"
"19794","cl","104.4508","4.1477","900","Alessi-Teutsch 5","4_p37.0xp30.0","3.29868705739","2002A&A...389..871D"
"18814","cl","258.2955","0.2747","900","Alessi-Teutsch 7","4_p26.0xp30.5","7.85418101168","2002A&A...389..871D"
"19081","cl","297.0692","1.3932","650","Alessi-Teutsch 8","4_p28.0xp33.5","2.26893724304","2002A&A...389..871D"
"18298","cl","155.7355","-17.7959","700","Alessi-Teutsch 9","4_p33.5xp27.5","5.86444348376","2002A&A...389..871D"
"19359","cl","355.8565","1.6437","1250","Antalova 1","4_p31.0xp39.5","6.3632345295","2002A&A...389..871D"
"18685","cl","248.1255","-5.8761","13341","Arp-Madore 2","4_m47.5xp0.0","3.88073970127","2002A&A...389..871D"
"30011","cl","118.1525","0.1971","4000","ASCC 1","4_p54.0xp19.5","13.9626907264","2002A&A...389..871D"
"31437","cl","64.377","12.6628","350","ASCC 100","4_p33.5xp32.5","1.89370071701","2002A&A...389..871D"
"31448","cl","67.9939","11.5874","350","ASCC 101","4_p33.5xp32.5","2.19914379716","2002A&A...389..871D"
"31463","cl","63.2686","6.6426","1500","ASCC 102","4_p40.0xp36.0","4.71240448358","2002A&A...389..871D"
"31479","cl","54.9016","-1.5568","800","ASCC 104","4_p35.5xp34.5","6.70222112429","2002A&A...389..871D"
"31483","cl","62.7899","2.1516","500","ASCC 105","4_p34.5xp33.0","5.23617916115","2002A&A...389..871D"
"31498","cl","58.8654","-1.8908","700","ASCC 107","4_p35.5xp34.0","1.34390517519","2002A&A...389..871D"
"31509","cl","74.455","5.9857","1100","ASCC 108","4_p38.0xp33.5","4.22371754728","2002A&A...389..871D"
"31510","cl","70.3391","3.5111","450","ASCC 109","4_p34.0xp32.5","3.92709050584","2002A&A...389..871D"
"30131","cl","150.5641","-9.2301","650","ASCC 11","4_p33.5xp28.0","3.97067343781","2002A&A...389..871D"
"31529","cl","70.4505","1.3944","800","ASCC 110","4_p36.5xp33.0","3.21142307359","2002A&A...389..871D"
"31550","cl","74.6215","2.0778","1600","ASCC 111","4_p41.5xp34.0","15.3593691925","2002A&A...389..871D"
"31632","cl","82.8849","-6.6536","450","ASCC 113","4_p34.5xp32.0","3.69145416764","2002A&A...389..871D"
"31658","cl","97.0706","1.002","550","ASCC 114","4_p35.0xp31.0","1.53589373416","2002A&A...389..871D"
"31667","cl","97.4508","-2.5433","600","ASCC 115","4_p35.5xp31.0","1.67552043727","2002A&A...389..871D"
"31668","cl","99.4941","-0.318","5000","ASCC 116","4_p63.0xp26.0","15.7080149453","2002A&A...389..871D"
"31671","cl","104.8495","5.394","1200","ASCC 117","4_p39.0xp29.5","7.33047403903","2002A&A...389..871D"
"31686","cl","97.7321","-8.3873","1000","ASCC 119","4_p38.0xp30.5","3.66520784155","2002A&A...389..871D"
"30173","cl","163.0341","-1.8562","500","ASCC 12","4_p32.5xp28.5","2.18167541035","2002A&A...389..871D"
"31695","cl","104.7362","-0.6003","2500","ASCC 120","4_p47.0xp27.5","13.0900890143","2002A&A...389..871D"
"31696","cl","103.5643","-2.5913","2500","ASCC 121","4_p47.0xp28.0","10.035697105","2002A&A...389..871D"
"31697","cl","95.9112","-15.9023","700","ASCC 122","4_p36.0xp31.0","8.79692248637","2002A&A...389..871D"
"31702","cl","104.7462","-3.9989","250","ASCC 123","4_p33.0xp31.0","5.58598293107","2002A&A...389..871D"
"31713","cl","110.1783","2.7651","1500","ASCC 125","4_p40.5xp28.0","14.399408618","2002A&A...389..871D"
"31717","cl","106.5859","-8.4543","800","ASCC 126","4_p36.5xp30.0","4.18882848456","2002A&A...389..871D"
"31720","cl","112.2603","4.135","350","ASCC 127","4_p33.5xp30.5","4.39846124318","2002A&A...389..871D"
"31723","cl","109.9354","-5.963","900","ASCC 128","4_p37.0xp29.5","5.49785552927","2002A&A...389..871D"
"30199","cl","163.4007","3.2604","800","ASCC 13","4_p33.0xp26.5","9.77433012977","2002A&A...389..871D"
"31749","cl","116.2076","0.3363","3400","ASCC 130","4_p51.0xp22.0","8.90119952113","2002A&A...389..871D"
"30207","cl","171.8366","-1.0291","1100","ASCC 14","4_p32.5xp24.5","4.22371754728","2002A&A...389..871D"
"30211","cl","170.9846","0.0772","1400","ASCC 15","4_p33.0xp22.5","4.88694175423","2002A&A...389..871D"
"30220","cl","176.5624","-3.0711","2000","ASCC 17","4_p32.5xp18.5","8.7267016414","2002A&A...389..871D"
"30225","cl","202.0846","-18.4808","500","ASCC 18","4_p30.5xp28.5","5.4107318726","2002A&A...389..871D"
"30229","cl","204.8888","-19.4664","350","ASCC 19","4_p30.5xp29.5","4.88723950721","2002A&A...389..871D"
"30015","cl","118.4626","-6.8875","1200","ASCC 2","4_p38.0xp28.0","6.28324272684","2002A&A...389..871D"
"30236","cl","201.6686","-17.5262","450","ASCC 20","4_p30.5xp29.0","5.89082268818","2002A&A...389..871D"
"30237","cl","199.861","-16.4792","500","ASCC 21","4_p30.5xp28.5","6.98177072459","2002A&A...389..871D"
"30310","cl","167.5205","14.4219","600","ASCC 23","4_p32.5xp28.0","3.76996079513","2002A&A...389..871D"
"30324","cl","216.6402","-8.2268","400","ASCC 24","4_p30.0xp29.5","2.44349134634","2002A&A...389..871D"
"30373","cl","190.181","9.7281","1400","ASCC 25","4_p30.0xp23.0","5.13129097817","2002A&A...389..871D"
"30383","cl","206.3555","3.0696","800","ASCC 26","4_p29.0xp27.0","2.37365474816","2002A&A...389..871D"
"30392","cl","217.1182","-1.4574","1200","ASCC 27","4_p27.0xp25.5","4.18880721792","2002A&A...389..871D"
"30394","cl","213.0803","0.6625","800","ASCC 28","4_p28.5xp27.0","4.18882848456","2002A&A...389..871D"
"30395","cl","214.7267","-0.1156","750","ASCC 29","4_p29.0xp27.5","2.8798074186","2002A&A...389..871D"
"30024","cl","120.0209","-7.477","1700","ASCC 3","4_p41.0xp26.0","6.23085333063","2002A&A...389..871D"
"30402","cl","219.0925","-1.596","800","ASCC 30","4_p28.5xp27.5","3.6303097628","2002A&A...389..871D"
"30416","cl","210.8906","3.6984","600","ASCC 31","4_p29.5xp28.0","1.78024106112","2002A&A...389..871D"
"30424","cl","236.6762","-8.7291","800","ASCC 33","4_p27.5xp28.5","12.5674042589","2002A&A...389..871D"
"30450","cl","209.6722","6.9927","550","ASCC 34","4_p30.0xp28.5","2.87981958314","2002A&A...389..871D"
"30453","cl","213.4631","5.6893","800","ASCC 35","4_p28.5xp27.0","5.5851443444","2002A&A...389..871D"
"30458","cl","234.3172","-4.6368","750","ASCC 36","4_p27.5xp28.5","2.35620224179","2002A&A...389..871D"
"30470","cl","237.6905","-5.454","1600","ASCC 37","4_p23.0xp26.0","4.46805449938","2002A&A...389..871D"
"30504","cl","221.98","5.3651","500","ASCC 38","4_p29.5xp29.0","2.26894360175","2002A&A...389..871D"
"30525","cl","237.953","-1.7185","1500","ASCC 39","4_p23.5xp26.5","7.85405340855","2002A&A...389..871D"
"30043","cl","123.1377","-1.2911","750","ASCC 4","4_p35.5xp29.0","5.23607282287","2002A&A...389..871D"
"30530","cl","229.9738","2.8475","700","ASCC 40","4_p28.0xp28.5","2.19912209234","2002A&A...389..871D"
"30596","cl","244.7361","-0.3845","1000","ASCC 43","4_p25.5xp29.0","6.10872836586","2002A&A...389..871D"
"30650","cl","253.6325","-0.3108","3000","ASCC 45","4_p13.0xp26.0","10.4720180448","2002A&A...389..871D"
"30651","cl","264.4407","-7.3285","900","ASCC 46","4_p26.0xp31.0","6.28328738745","2002A&A...389..871D"
"30682","cl","257.3945","1.6155","400","ASCC 48","4_p29.0xp31.0","2.23404467132","2002A&A...389..871D"
"30045","cl","123.8553","-7.02","1500","ASCC 5","4_p39.5xp26.0","3.40339788166","2002A&A...389..871D"
"30753","cl","286.2453","-14.08","500","ASCC 51","4_p28.5xp32.5","5.7598412942","2002A&A...389..871D"
"30770","cl","275.9642","-2.4087","1500","ASCC 52","4_p22.0xp32.5","7.06863579413","2002A&A...389..871D"
"30783","cl","280.5657","-5.3662","2500","ASCC 53","4_p16.0xp34.5","13.526433693","2002A&A...389..871D"
"30791","cl","277.9035","-0.9036","1200","ASCC 54","4_p24.0xp32.5","4.60769186976","2002A&A...389..871D"
"30800","cl","280.616","-2.0922","1100","ASCC 55","4_p24.5xp33.0","4.41570672619","2002A&A...389..871D"
"30824","cl","286.3898","-6.8759","800","ASCC 56","4_p26.5xp33.0","4.88698269269","2002A&A...389..871D"
"30827","cl","287.9686","-8.5965","1500","ASCC 57","4_p22.5xp34.5","9.94852260454","2002A&A...389..871D"
"30832","cl","281.7116","1.3281","600","ASCC 58","4_p27.5xp32.5","4.1888582583","2002A&A...389..871D"
"30837","cl","283.7838","-0.5127","550","ASCC 59","4_p28.0xp32.5","3.35980060122","2002A&A...389..871D"
"30069","cl","130.3457","-4.3366","1200","ASCC 6","4_p37.5xp26.5","6.28324272684","2002A&A...389..871D"
"30859","cl","285.6711","-0.3223","800","ASCC 60","4_p26.5xp33.0","1.6755185318","2002A&A...389..871D"
"30881","cl","286.4096","1.9373","1700","ASCC 61","4_p21.0xp34.5","9.49468985312","2002A&A...389..871D"
"30885","cl","288.4364","-0.6657","3000","ASCC 62","4_p13.5xp37.5","14.6608824274","2002A&A...389..871D"
"30893","cl","289.1279","-0.6732","3500","ASCC 63","4_p10.5xp39.0","9.16299950705","2002A&A...389..871D"
"30905","cl","290.1422","-0.7682","1500","ASCC 64","4_p22.5xp35.0","4.71240448358","2002A&A...389..871D"
"30922","cl","291.1159","-0.5714","3500","ASCC 65","4_p10.5xp39.5","13.4391012868","2002A&A...389..871D"
"30930","cl","289.2932","4.8401","1000","ASCC 66","4_p25.5xp33.5","5.2360356057","2002A&A...389..871D"
"30947","cl","294.5631","0.7105","1500","ASCC 67","4_p23.0xp35.5","5.23600902239","2002A&A...389..871D"
"30969","cl","299.0466","-7.2372","1000","ASCC 69","4_p26.0xp34.5","6.9814304305","2002A&A...389..871D"
"30080","cl","131.5454","-2.7686","2000","ASCC 7","4_p41.0xp23.0","8.7267016414","2002A&A...389..871D"
"30978","cl","299.0117","-1.836","2700","ASCC 70","4_p16.5xp40.0","14.1372961354","2002A&A...389..871D"
"30981","cl","299.9908","-4.8239","1300","ASCC 71","4_p24.5xp35.5","9.30276370003","2002A&A...389..871D"
"30999","cl","300.6944","1.8416","1100","ASCC 72","4_p25.5xp35.0","4.79968590277","2002A&A...389..871D"
"31001","cl","301.4964","-4.4596","650","ASCC 73","4_p28.0xp33.5","4.53792977982","2002A&A...389..871D"
"31043","cl","308.6625","3.5671","550","ASCC 74","4_p29.0xp33.5","1.91986997488","2002A&A...389..871D"
"31053","cl","309.3324","-0.2428","3000","ASCC 75","4_p16.5xp43.5","8.90120530561","2002A&A...389..871D"
"31058","cl","308.9767","-4.2448","600","ASCC 76","4_p28.5xp34.0","3.66523701952","2002A&A...389..871D"
"31076","cl","312.0013","-0.8639","2200","ASCC 77","4_p21.0xp41.0","12.2872456923","2002A&A...389..871D"
"31112","cl","314.7702","-8.6469","2400","ASCC 78","4_p20.5xp42.0","6.70208174907","2002A&A...389..871D"
"31119","cl","320.0418","-2.8648","800","ASCC 79","4_p28.0xp35.5","7.2607690424","2002A&A...389..871D"
"30090","cl","134.0235","-1.3231","2200","ASCC 8","4_p41.5xp21.5","11.5192783325","2002A&A...389..871D"
"31120","cl","320.9227","-2.7319","1500","ASCC 80","4_p25.5xp39.0","6.54502623105","2002A&A...389..871D"
"31133","cl","328.8356","2.8479","700","ASCC 81","4_p29.0xp35.5","3.17652104245","2002A&A...389..871D"
"31134","cl","320.5548","-7.7407","800","ASCC 82","4_p28.5xp35.5","4.18882848456","2002A&A...389..871D"
"31137","cl","328.1023","1.1059","600","ASCC 83","4_p29.5xp35.0","2.19912470493","2002A&A...389..871D"
"31139","cl","323.5653","-5.4452","900","ASCC 84","4_p28.0xp36.0","3.92701573863","2002A&A...389..871D"
"31193","cl","339.8987","-0.211","1200","ASCC 85","4_p29.0xp38.5","4.60769186976","2002A&A...389..871D"
"31217","cl","355.1502","8.0105","900","ASCC 87","4_p31.0xp37.0","8.6396451708","2002A&A...389..871D"
"31226","cl","349.889","3.075","1900","ASCC 88","4_p29.5xp43.5","18.2392509161","2002A&A...389..871D"
"30111","cl","137.8776","-1.7515","2900","ASCC 9","4_p44.0xp17.5","8.60449846209","2002A&A...389..871D"
"31271","cl","354.2878","-1.9158","500","ASCC 90","4_p31.0xp34.5","3.14163399594","2002A&A...389..871D"
"31293","cl","353.1316","-4.9369","800","ASCC 91","4_p31.0xp36.5","4.18882848456","2002A&A...389..871D"
"31345","cl","8.3295","-1.0497","2500","ASCC 93","4_p34.0xp47.5","11.7810596569","2002A&A...389..871D"
"31357","cl","15.5446","0.9136","850","ASCC 94","4_p33.0xp36.5","3.7088481976","2002A&A...389..871D"
"31359","cl","6.1579","-4.2785","1500","ASCC 95","4_p32.5xp41.0","8.37766751746","2002A&A...389..871D"
"31410","cl","1.5483","-12.9423","800","ASCC 98","4_p31.5xp36.5","9.07610148107","2002A&A...389..871D"
"31417","cl","15.8935","-7.9184","280","ASCC 99","4_p32.0xp33.0","1.12399807576","2002A&A...389..871D"
"19845","cl","110.5656","-12.5353","500","Aveni-Hunter 1","4_p34.5xp30.5","3.41798969192","2002A&A...389..871D"
"19734","cl","86.2171","0.8017","833","Barkhatova 1","4_p37.0xp32.0","2.42310561264","2002A&A...389..871D"
"19550","cl","27.3554","-1.9467","2178","Basel 1","4_p38.0xp44.0","1.5838865754","2002A&A...389..871D"
"18260","cl","134.3001","-2.6154","1944","Basel 10","4_p40.5xp23.0","0.565486693596","2002A&A...389..871D"
"18610","cl","228.2558","-0.7762","1520","Basel 11a","4_p24.0xp25.0","1.10537538779","2002A&A...389..871D"
"18437","cl","187.4423","-1.1139","1800","Basel 11b","4_p30.0xp20.0","1.83259634778","2002A&A...389..871D"
"19751","cl","88.2946","-1.2462","1466","Basel 12","4_p41.0xp32.0","0.852884324031","2002A&A...389..871D"
"19757","cl","88.7502","-1.2444","1236","Basel 13","4_p39.5xp31.5","1.79769039717","2002A&A...389..871D"
"19765","cl","88.589","-3.5909","964","Basel 14","4_p37.5xp31.5","0.701040706466","2002A&A...389..871D"
"19760","cl","90.8197","-0.1052","1355","Basel 15","4_p40.0xp31.5","1.18246086839","2002A&A...389..871D"
"19040","cl","290.265","1.3351","1636","Basel 17","4_p21.5xp35.0","2.37946722473","2002A&A...389..871D"
"19143","cl","307.1343","0.2624","2226","Basel 18","4_p20.0xp40.0","1.94255195058","2002A&A...389..871D"
"18909","cl","277.7763","-3.6655","2024","Basel 20","4_p18.5xp33.0","2.94379074746","2002A&A...389..871D"
"18425","cl","179.2295","1.1993","3000","Basel 4","4_p32.0xp12.5","1.57079647034","2002A&A...389..871D"
"19428","cl","359.7671","-1.873","766","Basel 5","4_p31.5xp36.5","0.557051017794","2002A&A...389..871D"
"19664","cl","74.906","3.2977","1548","Basel 6","4_p41.0xp34.0","1.57603285909","2002A&A...389..871D"
"18506","cl","203.8157","0.53","1684","Basel 7","4_p27.0xp21.5","1.22463957437","2002A&A...389..871D"
"18498","cl","203.7791","-0.1199","1328","Basel 8","4_p28.0xp23.5","5.60137656321","2002A&A...389..871D"
"18305","cl","138.6088","8.9015","2290","Berkeley 10","4_p41.0xp20.5","3.33067233779","2002A&A...389..871D"
"18180","cl","117.6302","1.2061","4365","Berkeley 104","4_p56.0xp18.5","1.90459066711","2002A&A...389..871D"
"18324","cl","157.0815","-3.6422","2200","Berkeley 11","4_p37.0xp18.5","1.59988542969","2002A&A...389..871D"
"18337","cl","161.6696","-1.9911","3162","Berkeley 12","4_p38.0xp12.5","1.83957723915","2002A&A...389..871D"
"18350","cl","162.873","0.707","5500","Berkeley 14","4_p42.0xm2.0","3.99971357424","2002A&A...389..871D"
"18351","cl","162.2656","1.6091","1202","Berkeley 15","4_p34.0xp24.0","1.39859113843","2002A&A...389..871D"
"18377","cl","175.6462","-3.6479","2700","Berkeley 17","4_p33.0xp14.5","2.74889452168","2002A&A...389..871D"
"18379","cl","163.6315","5.0171","5800","Berkeley 18","4_p42.0xm4.0","10.1229199403","2002A&A...389..871D"
"18385","cl","176.9015","-3.5879","4831","Berkeley 19","4_p33.0xp0.5","2.81056218922","2002A&A...389..871D"
"18194","cl","119.707","-2.308","5250","Berkeley 2","4_p60.5xp15.0","1.52716313857","2002A&A...389..871D"
"18402","cl","203.4833","-17.3727","8400","Berkeley 20","4_p11.0xm15.5","2.44346102171","2002A&A...389..871D"
"18431","cl","186.8398","-2.5085","5000","Berkeley 21","4_p27.5xp0.0","3.63610324931","2002A&A...389..871D"
"18438","cl","199.8766","-8.0785","6000","Berkeley 22","4_p18.5xm4.5","1.30899695976","2002A&A...389..871D"
"18496","cl","192.6061","5.4458","6918","Berkeley 23","4_p22.0xm11.5","4.02472970917","2002A&A...389..871D"
"18511","cl","210.5974","-2.6392","4700","Berkeley 24","4_p16.0xp5.5","4.78511268588","2002A&A...389..871D"
"18541","cl","207.7805","2.5955","5035","Berkeley 27","4_p16.5xp3.0","1.46462217194","2002A&A...389..871D"
"18544","cl","210.4075","1.5066","2557","Berkeley 28","4_p23.0xp17.5","1.11570179514","2002A&A...389..871D"
"18546","cl","197.9835","8.0248","14871","Berkeley 29","4_p2.5xm58.0","12.9773989475","2002A&A...389..871D"
"18554","cl","210.7801","2.8582","4790","Berkeley 30","4_p16.0xp5.0","2.0900319119","2002A&A...389..871D"
"18553","cl","206.2536","5.12","8272","Berkeley 31","4_p8.0xm16.0","6.01556921565","2002A&A...389..871D"
"18557","cl","207.952","4.4045","3100","Berkeley 32","4_p22.0xp14.0","2.70526102732","2002A&A...389..871D"
"18555","cl","225.4245","-4.622","4000","Berkeley 33","4_p13.5xp13.5","1.74532936276","2002A&A...389..871D"
"18561","cl","213.7314","2.1081","7280","Berkeley 34","4_p5.5xm7.0","2.11766621882","2002A&A...389..871D"
"18594","cl","212.6023","5.36","4400","Berkeley 35","4_p16.5xp8.0","3.83972532909","2002A&A...389..871D"
"18605","cl","227.3757","-0.5872","6140","Berkeley 36","4_p2.5xp5.0","4.46513479015","2002A&A...389..871D"
"18714","cl","223.4615","10.0946","4780","Berkeley 39","4_p11.0xp9.5","4.86656141245","2002A&A...389..871D"
"18211","cl","122.2904","1.5357","1250","Berkeley 4","4_p38.5xp27.0","0.72722060371","2002A&A...389..871D"
"19585","cl","53.2121","3.3541","1800","Berkeley 44","4_p40.5xp38.5","2.61799572403","2002A&A...389..871D"
"18243","cl","129.2927","0.7597","6200","Berkeley 5","4_p62.0xp6.5","1.8035069446","2002A&A...389..871D"
"19680","cl","67.8987","-3.1774","4900","Berkeley 52","4_p60.5xp43.5","2.13802846938","2002A&A...389..871D"
"19745","cl","83.129","-4.1429","2300","Berkeley 54","4_p46.0xp33.5","1.33808591083","2002A&A...389..871D"
"19762","cl","85.9909","-5.2214","12100","Berkeley 56","4_p108.5xp37.0","3.51974742413","2002A&A...389..871D"
"18176","cl","116.7534","-1.2889","3715","Berkeley 58","4_p52.5xp21.0","2.70162471423","2002A&A...389..871D"
"18179","cl","118.221","4.9961","1000","Berkeley 59","4_p37.0xp28.5","1.4544420689","2002A&A...389..871D"
"18189","cl","118.8438","-1.6703","4365","Berkeley 60","4_p56.0xp18.0","1.90459066711","2002A&A...389..871D"
"18221","cl","123.9817","1.0977","2320","Berkeley 62","4_p44.0xp23.0","1.68715190768","2002A&A...389..871D"
"18262","cl","131.9189","4.6051","3981","Berkeley 64","4_p50.5xp14.5","1.15802599136","2002A&A...389..871D"
"18277","cl","135.8344","0.2678","2274","Berkeley 65","4_p41.5xp21.0","1.65369975778","2002A&A...389..871D"
"18287","cl","139.4337","0.2185","5000","Berkeley 66","4_p52.5xp7.0","2.90888241484","2002A&A...389..871D"
"18333","cl","154.8777","2.5031","2450","Berkeley 67","4_p38.0xp17.5","3.56338306881","2002A&A...389..871D"
"18336","cl","162.1251","-2.4076","1678","Berkeley 68","4_p35.0xp21.5","2.92866545859","2002A&A...389..871D"
"18387","cl","174.4351","-1.7867","2860","Berkeley 69","4_p33.5xp13.5","1.24791049437","2002A&A...389..871D"
"18248","cl","130.1379","0.3763","2570","Berkeley 7","4_p44.0xp21.0","1.49516556123","2002A&A...389..871D"
"18389","cl","166.8944","3.5802","4168","Berkeley 70","4_p37.5xp5.5","3.63726708447","2002A&A...389..871D"
"18476","cl","215.2781","-9.4237","6850","Berkeley 73","4_p6.5xm4.0","1.99258428556","2002A&A...389..871D"
"18630","cl","211.7849","9.5989","4800","Berkeley 78","4_p15.5xp6.0","4.1887912681","2002A&A...389..871D"
"19546","cl","31.1379","0.8326","2300","Berkeley 79","4_p39.0xp44.0","2.0071291493","2002A&A...389..871D"
"18253","cl","127.3517","13.2127","3150","Berkeley 8","4_p47.0xp19.5","2.29074504706","2002A&A...389..871D"
"19559","cl","32.1828","-1.2064","1445","Berkeley 80","4_p36.5xp39.5","0.840667017889","2002A&A...389..871D"
"19571","cl","34.5047","-2.0676","3000","Berkeley 81","4_p42.5xp47.5","2.18166194958","2002A&A...389..871D"
"19578","cl","46.8535","1.624","860","Berkeley 82","4_p35.5xp35.5","0.250163866508","2002A&A...389..871D"
"19696","cl","76.6668","1.2724","1112","Berkeley 86","4_p38.5xp33.0","0.970403310444","2002A&A...389..871D"
"19701","cl","75.7149","0.3042","633","Berkeley 87","4_p35.5xp32.5","0.920661829616","2002A&A...389..871D"
"19789","cl","105.0721","7.3185","5600","Berkeley 93","4_p66.0xp22.5","1.62897401447","2002A&A...389..871D"
"19806","cl","103.0947","-1.1846","2630","Berkeley 94","4_p48.0xp27.5","1.14755405601","2002A&A...389..871D"
"19810","cl","103.6608","-2.0659","3087","Berkeley 96","4_p50.5xp27.0","0.897971925479","2002A&A...389..871D"
"19831","cl","115.9519","10.1063","4900","Berkeley 99","4_p59.5xp18.0","3.56338118432","2002A&A...389..871D"
"19037","cl","291.9402","-3.1666","667","BH 111","4_p27.5xp33.0","0.194022440653","2002A&A...389..871D"
"19131","cl","305.346","-3.1559","12000","BH 144","4_m31.0xp76.0","2.61799391953","2002A&A...389..871D"
"19159","cl","308.6723","0.5979","3800","BH 151","4_p12.5xp46.5","0.82903140785","2002A&A...389..871D"
"19221","cl","314.2881","-6.0748","541","BH 164","4_p29.0xp34.0","4.7212354748","2002A&A...389..871D"
"19317","cl","344.6042","1.6166","417","BH 205","4_p31.0xp34.0","0.242600793398","2002A&A...389..871D"
"19342","cl","353.9968","3.0089","833","BH 221","4_p31.0xp37.0","1.2115502434","2002A&A...389..871D"
"19343","cl","349.1269","-0.4415","6000","BH 222","4_p24.5xp69.0","1.74532930122","2002A&A...389..871D"
"18784","cl","254.0812","-0.9593","437","BH 23","4_p29.0xp30.5","2.47883045584","2002A&A...389..871D"
"19400","cl","359.4212","-0.518","1000","BH 245","4_p31.5xp38.0","0.145444105358","2002A&A...389..871D"
"18811","cl","262.5755","-2.9694","670","BH 34","4_p27.5xp31.0","2.43619948411","2002A&A...389..871D"
"18851","cl","270.8096","-6.0467","667","BH 52","4_p27.5xp31.5","0.582067453297","2002A&A...389..871D"
"18874","cl","264.4882","1.4635","667","BH 56","4_p27.0xp31.0","1.94022982428","2002A&A...389..871D"
"18893","cl","271.6314","0.3993","2300","BH 63","4_p17.0xp32.0","0.836303636771","2002A&A...389..871D"
"18899","cl","276.0027","-3.0062","7000","BH 66","4_m13.0xp36.0","4.07243538078","2002A&A...389..871D"
"18958","cl","283.0986","-1.4759","2572","BH 90","4_p15.5xp35.0","1.49632911419","2002A&A...389..871D"
"18963","cl","284.0403","-1.6011","909","BH 91","4_p26.0xp33.0","0.661043570724","2002A&A...389..871D"
"18965","cl","282.9836","0.4376","1249","BH 92","4_p23.5xp33.5","0.363319382871","2002A&A...389..871D"
"18993","cl","286.5578","-0.6245","507","BH 99","4_p28.5xp32.5","1.47480737768","2002A&A...389..871D"
"19719","cl","80.1379","0.7432","1800","Bica 1","4_p43.0xp33.5","0.78539821324","2002A&A...389..871D"
"19720","cl","80.2227","0.7865","1800","Bica 2","4_p43.0xp33.5","1.30899716975","2002A&A...389..871D"
"19515","cl","18.4441","-0.4155","1640","Bica 3","4_p35.0xp41.5","0.834849230984","2002A&A...389..871D"
"18616","cl","235.6199","-4.1071","3930","Bica 4","4_p11.0xp17.5","1.42898838805","2002A&A...389..871D"
"19665","cl","72.7318","1.7443","1667","Biurakan 1","4_p41.5xp34.5","2.42455492886","2002A&A...389..871D"
"19668","cl","72.7509","1.3454","1106","Biurakan 2","4_p38.5xp33.5","3.21723266215","2002A&A...389..871D"
